IDX,LON,LAT,ENTRY_EXIT,EXIT_NUM,INTERCHANGE,FACILITY_TYPE,FACILITY_NAME,STATEID,FAFID
2064,-156.2647954589018,20.91706842482092,,,,,,0,0
2065,-156.31033345915566,20.853907428805528,,,,,,0,0
2067,-156.3276064594748,20.806537431707564,,,,,,0,0
2068,-156.30607546087862,20.768979432892678,,,,,,0,0
2069,-156.241779462496,20.77057143229827,,,,,,0,0
2070,-156.33025145899737,20.82932243022108,,,,,,0,0
2071,-156.32970545847613,20.83696243044052,,,,,,0,0
2072,-156.2364084605651,20.90879042505501,,,,,,0,0
2073,-155.8707485046137,19.213433501402015,,,,,,0,0
2074,-155.6628065131884,19.059868504127355,,,,,,0,0
2075,-155.99622149052536,19.6419074838302,,,,,,0,0
2076,-155.99365449082057,19.646343483211243,,,,,,0,0
2077,-155.9762314916119,19.63115548365274,,,,,,0,0
2078,-156.01533448937968,19.671359482516774,,,,,,0,0
